Time,Event_length,Y89Di,Ru96Di,Ru98Di,Ru99Di,Ru100Di,Ru101Di,Ru102Di,Rh103Di,Ru104Di,Pd105Di,Pd106Di,Pd108Di,Pd110Di,In113Di,In115Di,Sn120Di,Ba138Di,La139Di,Ce140Di,Pr141Di,Nd142Di,Nd143Di,Nd144Di,Nd145Di,Nd146Di,Sm147Di,Nd148Di,Sm149Di,Nd150Di,Eu151Di,Sm152Di,Eu153Di,Sm154Di,Gd155Di,Gd156Di,Gd157Di,Gd158Di,Tb159Di,Gd160Di,Dy161Di,Dy162Di,Dy163Di,Dy164Di,Ho165Di,Er166Di,Er167Di,Er168Di,Tm169Di,Er170Di,Yb171Di,Yb172Di,Yb173Di,Yb174Di,Lu175Di,Yb176Di,Ir191Di,Ir193Di,Pt194Di,Pt195Di,Pb208Di,Bi209Di,Center,Offset,Width,Residual,fileId,event_id
976417.625,12.0,2.8447349071502686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.213990211486816,0.0,0.0,4.969207763671875,0.0,0.0,7.839162826538086,3.4414470195770264,0.0,0.0,0.0,0.8007910251617432,1.7600549459457397,0.0,4.383628845214844,5.0505571365356445,0.0,0.0,0.0,0.6912670135498047,0.0,1.6127090454101562,0.0,0.0,0.0,0.0,3.8548879623413086,0.0,2.6142189502716064,1.603464961051941,3.545046091079712,0.0,0.0,3.1096229553222656,2.013885021209717,3.046720027923584,0.0,0.0,0.0,0.0,0.0006360000115819275,15.235162734985352,0.20727500319480896,0.0,1.2547039985656738,13.568279266357422,13.08467960357666,28.365354537963867,118.79093170166016,128.1731719970703,9.364864349365234,12.87520980834961,571.6920166015625,129.88800048828125,46.61600112915039,112.45500183105469,1,1
976432.625,11.0,2.5225789546966553,0.0,0.0,0.0,0.0,0.0,0.0,22.554798126220703,0.0,0.0,0.0,1.3081159591674805,0.0,0.0,0.40765300393104553,4.650431156158447,16.746471405029297,0.0,0.0,0.0,0.4410330057144165,0.0,0.0,0.0,5.405433177947998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17590999603271484,0.0,4.567975044250488,0.0,1.423704981803894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4341769218444824,102.53944396972656,153.1352996826172,150.82275390625,117.19584655761719,0.3655039966106415,0.0,462.28900146484375,321.4309997558594,78.13899993896484,133.26499938964844,1,2
976449.75,10.0,55.351505279541016,0.0,1.9069559574127197,0.0,0.0,0.0,0.0,0.0,0.0,48.082454681396484,1.333866000175476,0.9132050275802612,0.14858999848365784,17.48322105407715,0.0,0.0,21.9954776763916,0.0,0.0,3.9877889156341553,17.28545379638672,2.8640849590301514,0.0,0.0,1.288727045059204,1.3853709697723389,0.0,0.0,0.0,0.0,0.0,0.21675699949264526,0.0,0.0,0.1366879940032959,0.0,0.0,3.1324219703674316,1.0217469930648804,0.0,0.0,0.0,0.0,7.351792812347412,31.285018920898438,0.5408179759979248,7.907079219818115,0.0,0.620826005935669,6.210285186767578,8.139823913574219,0.5118039846420288,1.6895740032196045,0.0,41.0771598815918,104.48741912841797,154.6525421142578,1.0363080501556396,4.274004936218262,12.000816345214844,19.224363327026367,388.2650146484375,72.39199829101562,22.510000228881836,105.09300231933594,1,3
976451.9375,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34653377532959,0.0,0.0,0.0,10.28920841217041,0.0,14.243375778198242,23.732128143310547,0.0,11.38221263885498,0.0,0.0,0.0,4.934924125671387,0.6148329973220825,0.0,0.0,0.0,0.0,0.0,0.0,1.6492680311203003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014554000459611416,0.16790899634361267,0.0,1.3647969961166382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.526094913482666,0.0,0.0,29.674816131591797,79.70008850097656,25.11646842956543,27.103824615478516,0.0,0.0,0.0,0.0,0.0,0.0,1,4
976469.9375,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.78861141204834,0.0,0.6322759985923767,26.367658615112305,0.0,16.062095642089844,0.0,21.371231079101562,2.5662190914154053,53.79803466796875,1.0153089761734009,0.0,0.0,2.546147108078003,0.0,0.0,1.3182770013809204,5.260033130645752,0.0,0.0,0.0,0.0,0.7269700169563293,0.0,0.0,0.5779820084571838,0.0,2.3516650199890137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093008041381836,1.0756889581680298,1.6283719539642334,47.82901382446289,114.99150848388672,45.66533279418945,46.61139678955078,11.67231559753418,1.7698700428009033,536.47998046875,364.5350036621094,93.85800170898438,176.25799560546875,1,5
976476.75,13.0,26.755502700805664,0.0,0.0,0.0,0.0,0.0,0.0,10.761831283569336,0.0,12.501214981079102,0.0,0.7431790232658386,32.05649948120117,0.0,0.0,0.14415599405765533,22.394521713256836,0.0,0.22707399725914001,0.8683239817619324,3.0893781185150146,0.0,3.6713509559631348,2.8249170780181885,6.694002151489258,0.0,1.5022929906845093,4.8829240798950195,1.5226500034332275,1.874917984008789,0.0,3.145319938659668,0.0,0.0,3.186095952987671,0.0,35.46186065673828,0.0,0.44573599100112915,3.193221092224121,0.0,0.0,0.0,0.0,4.8607330322265625,0.0,0.03650999814271927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.680491924285889,77.35786437988281,121.33731079101562,349.753173828125,367.14312744140625,4.639210224151611,0.0,484.45001220703125,109.3239974975586,43.15800094604492,89.22599792480469,1,6
976494.3125,13.0,15.667878150939941,0.0,0.0,0.0,0.0,0.0,0.0,8.386543273925781,0.8633520007133484,25.682294845581055,0.0,0.0,1.0338530540466309,5.955126762390137,2.44218111038208,0.0,9.063968658447266,0.9641839861869812,0.0,0.0,4.999242782592773,1.4549700021743774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33100900053977966,0.8065260052680969,0.0,0.0,0.0,0.0,2.5058369636535645,0.0,0.0,0.0,0.0,0.0,0.002563999965786934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8579989671707153,0.0,30.212907791137695,57.401390075683594,484.3519592285156,452.95159912109375,28.135000228881836,3.3475430011749268,508.989013671875,116.26399993896484,45.41899871826172,89.3010025024414,1,7
976499.6875,13.0,169.3680877685547,0.0,4.863595962524414,0.0,0.0,0.0,0.0,0.0,0.0,51.200714111328125,5.558132171630859,0.0,6.121406078338623,63.61675262451172,2.882735013961792,0.0,22.83522605895996,0.0,3.870098114013672,0.0,1123.9468994140625,5.265645980834961,3.4545960426330566,1.7264150381088257,8.919678688049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7963669896125793,2.5581939220428467,10.701005935668945,1.0289479494094849,0.0,0.0,0.0,4.139056205749512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5661619901657104,0.0,0.0,0.7244729995727539,1.4005850553512573,133.10244750976562,202.1037139892578,17.13718032836914,12.053936958312988,10.065473556518555,139.21482849121094,503.79901123046875,97.53700256347656,37.60200119018555,41.624000549316406,1,8
976507.1875,17.0,193.66050720214844,1.6773960590362549,0.0,0.0,0.003894000081345439,0.0,0.0,0.8203830122947693,0.0,0.0,3.806278944015503,180.51414489746094,335.75360107421875,0.0,0.0,0.0,83.28167724609375,0.0,14.130128860473633,0.8382310271263123,7.707279205322266,7.062107086181641,0.0,1.440466046333313,6.680943012237549,0.0,0.10526099801063538,0.0,0.6939200162887573,0.4544770121574402,2.5638248920440674,3.975011110305786,0.0,0.9016770124435425,0.5118899941444397,0.0,0.0,1.4037660360336304,1.7113150358200073,0.6198340058326721,0.43135198950767517,0.420864999294281,1.1309269666671753,0.0,0.7598819732666016,0.23647700250148773,1.3279019594192505,0.0,0.0,0.0,0.0,0.0,0.0,0.22724300622940063,2.5075430870056152,3488.598388671875,6454.96728515625,12480.5869140625,12926.087890625,0.0,2.064455032348633,627.8330078125,83.79900360107422,41.375,48.81800079345703,1,9
976511.75,16.0,132.787841796875,0.0,0.8700640201568604,0.0,0.0,0.0,0.0,40.72624588012695,0.0,0.0,65.87791442871094,0.29989099502563477,2.510293960571289,1.40687894821167,2.2864151000976562,0.9311800003051758,116.57669830322266,0.0,3.4444661140441895,2.1448349952697754,38.61892318725586,1.8738030195236206,0.0,3.6324350833892822,6.437849998474121,0.05120300129055977,0.0,0.0,0.0,0.0,0.0,0.31555500626564026,4.18015718460083,0.0,2.6435039043426514,0.0,4.260862827301025,6.507637977600098,5.928614139556885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064859747886658,0.6437450051307678,4.386322021484375,16.445531845092773,214.91404724121094,327.4734802246094,74.23763275146484,68.18769073486328,33.78006362915039,107.69793701171875,615.2210083007812,128.49000549316406,60.797000885009766,101.46399688720703,1,10
976521.25,11.0,1.457787036895752,0.0,0.0,0.0,0.0,0.0,0.0,12.763375282287598,0.0,0.0,0.06905999779701233,1.7519700527191162,0.0,0.0,2.858833074569702,4.627359867095947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3943400382995605,0.0,0.0,0.0,0.45859798789024353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72381591796875,42.28478240966797,82.56647491455078,68.74878692626953,74.61229705810547,0.8905460238456726,0.0,0.0,0.0,0.0,0.0,1,11
